Track,Alternate take,Catalog,Recorded,1st BN Release,Status,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kingsize,FALSE,Blue Note ‎7243050275440207 ,1999,1999,ISSUED,Billy Kilson,David Dyson,Bob Belden,Scott Kinsey,Tim Hagans,DJ Kingsize,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hud Doyle,FALSE,Blue Note ‎7243050275440207 ,1999,1999,ISSUED,Billy Kilson,David Dyson,Bob Belden,Scott Kinsey,Tim Hagans,DJ Kingsize,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Killer Instinct,FALSE,Blue Note ‎7243050275440207 ,1999,1999,ISSUED,Billy Kilson,David Dyson,Bob Belden,Scott Kinsey,Tim Hagans,DJ Kingsize,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28 If,FALSE,Blue Note ‎7243050275440207 ,1999,1999,ISSUED,Billy Kilson,David Dyson,Bob Belden,Scott Kinsey,Tim Hagans,DJ Kingsize,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dark City,FALSE,Blue Note ‎7243050275440207 ,1999,1999,ISSUED,Billy Kilson,David Dyson,Bob Belden,Scott Kinsey,Tim Hagans,DJ Kingsize,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Are You Threatening Me?,FALSE,Blue Note ‎7243050275440207 ,1999,1999,ISSUED,Billy Kilson,David Dyson,Bob Belden,Scott Kinsey,Tim Hagans,DJ Kingsize,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Love's Lullaby,FALSE,Blue Note ‎7243050275440207 ,1999,1999,ISSUED,Billy Kilson,David Dyson,Bob Belden,Scott Kinsey,Tim Hagans,DJ Kingsize,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Trumpet Sandwich,FALSE,Blue Note ‎7243050275440207 ,1999,1999,ISSUED,Billy Kilson,David Dyson,Bob Belden,Scott Kinsey,Tim Hagans,DJ Kingsize,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Matteo,FALSE,Blue Note ‎523342 2 ,,1999,ISSUED,Pippo Matino,Stéphane Huchard,Louis Winsberg,Eric Legnini,Stefano Di Battista,Flavio Boltro,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Duo,FALSE,Blue Note ‎523342 2 ,,1999,ISSUED,Pippo Matino,Stéphane Huchard,Louis Winsberg,Eric Legnini,Stefano Di Battista,Flavio Boltro,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Little Room,FALSE,Blue Note ‎523342 2 ,,1999,ISSUED,Pippo Matino,Stéphane Huchard,Louis Winsberg,Eric Legnini,Stefano Di Battista,Flavio Boltro,Daniele Scannapieco,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Flaviosphère,FALSE,Blue Note ‎523342 2 ,,1999,ISSUED,Pippo Matino,Stéphane Huchard,Louis Winsberg,Eric Legnini,Stefano Di Battista,Flavio Boltro,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hey Papa !,FALSE,Blue Note ‎523342 2 ,,1999,ISSUED,Pippo Matino,Paco Sery,Louis Winsberg,Eric Legnini,Stefano Di Battista,Flavio Boltro,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Vucciria,FALSE,Blue Note ‎523342 2 ,,1999,ISSUED,Pippo Matino,Stéphane Huchard,Louis Winsberg,Eric Legnini,Stefano Di Battista,Flavio Boltro,Nantha Kumar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tea In The Sahara,FALSE,Blue Note ‎523342 2 ,,1999,ISSUED,Pippo Matino,Stéphane Huchard,Louis Winsberg,Eric Legnini,Stefano Di Battista,Flavio Boltro,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ajo,FALSE,Blue Note ‎523342 2 ,,1999,ISSUED,Pippo Matino,Stéphane Huchard,Louis Winsberg,Eric Legnini,Stefano Di Battista,Flavio Boltro,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Call,FALSE,Blue Note ‎523342 2 ,,1999,ISSUED,Pippo Matino,Stéphane Huchard,Louis Winsberg,Eric Legnini,Stefano Di Battista,Flavio Boltro,Marcello Giuliani,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A Mural From Two Perspectives,FALSE,Blue Note ‎7243 4 99545 2 6 ,1999,1999,ISSUED,Drew Gress,Don Byron,Jack DeJohnette,Bill Frisell,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sad Twilight,FALSE,Blue Note ‎7243 4 99545 2 6 ,1999,1999,ISSUED,Drew Gress,Don Byron,Jack DeJohnette,Bill Frisell,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Bernhard Goetz, James Ramseur And Me",FALSE,Blue Note ‎7243 4 99545 2 6 ,1999,1999,ISSUED,Drew Gress,Don Byron,Jack DeJohnette,Bill Frisell,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
I'll Follow The Sun (For EAMR),FALSE,Blue Note ‎7243 4 99545 2 6 ,1999,1999,ISSUED,Drew Gress,Don Byron,Jack DeJohnette,Bill Frisell,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lude,FALSE,Blue Note ‎7243 4 99545 2 6 ,1999,1999,ISSUED,Drew Gress,Don Byron,Jack DeJohnette,Bill Frisell,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Homegoing,FALSE,Blue Note ‎7243 4 99545 2 6 ,1999,1999,ISSUED,Drew Gress,Don Byron,Jack DeJohnette,Bill Frisell,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
One Finger Snap,FALSE,Blue Note ‎7243 4 99545 2 6 ,1999,1999,ISSUED,Drew Gress,Don Byron,Jack DeJohnette,Bill Frisell,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Basquiat,FALSE,Blue Note ‎7243 4 99545 2 6 ,1999,1999,ISSUED,Drew Gress,Don Byron,Jack DeJohnette,Bill Frisell,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Perdido (Pegao),FALSE,Blue Note ‎7243 4 99545 2 6 ,1999,1999,ISSUED,Drew Gress,Don Byron,Jack DeJohnette,Bill Frisell,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Closer To Home,FALSE,Blue Note ‎7243 4 99545 2 6 ,1999,1999,ISSUED,Drew Gress,Don Byron,Jack DeJohnette,Bill Frisell,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Virgo,FALSE,Blue Note ‎7243 4 99527 2 0; Blue Note TOCJ-66057,1999,1999,ISSUED,Christian McBride,Russell Malone,Benny Green,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bellarosa,FALSE,Blue Note ‎7243 4 99527 2 0; Blue Note TOCJ-66057,1999,1999,ISSUED,Christian McBride,Russell Malone,Benny Green,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Summer Nights,FALSE,Blue Note ‎7243 4 99527 2 0; Blue Note TOCJ-66057,1999,1999,ISSUED,Christian McBride,Russell Malone,Benny Green,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Punjab,FALSE,Blue Note ‎7243 4 99527 2 0; Blue Note TOCJ-66057,1999,1999,ISSUED,Christian McBride,Russell Malone,Benny Green,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
These Are Soulful Days,FALSE,Blue Note ‎7243 4 99527 2 0; Blue Note TOCJ-66057,1999,1999,ISSUED,Christian McBride,Russell Malone,Benny Green,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ernie's Tune,FALSE,Blue Note ‎7243 4 99527 2 0; Blue Note TOCJ-66057,1999,1999,ISSUED,Christian McBride,Russell Malone,Benny Green,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hocus-Pocus,FALSE,Blue Note ‎7243 4 99527 2 0; Blue Note TOCJ-66057,1999,1999,ISSUED,Christian McBride,Russell Malone,Benny Green,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Come On Home,FALSE,Blue Note ‎7243 4 99527 2 0; Blue Note TOCJ-66057,1999,1999,ISSUED,Christian McBride,Russell Malone,Benny Green,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
This Is How Men Cry,FALSE,Blue Note ‎72435 20419 2 3 ,,1999,ISSUED,Richard Armin,Don Byron,Steven MacKinnon,Aruna Narayan Kalle,Hugh Marsh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Charlie Parker Loves Me,FALSE,Blue Note ‎72435 20419 2 3 ,,1999,ISSUED,Sue Ann Carwell,Richard Armin,Kevan McKenzie,John Capek,David Travers-Smith,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Crazy,FALSE,Blue Note ‎72435 20419 2 3 ,,1999,ISSUED,Tom Szczesniak,Kieran Overs,Archie Alleyne,Phil Dwyer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Slow Bombing The Wold,FALSE,Blue Note ‎72435 20419 2 3 ,,1999,ISSUED,Kieran Overs,Phil Dwyer,Bob Leonard,Kevan McKenzie,Guido Basso,John Johnson,Kevin Breit,James McCollum,Phil Dwyer,Colleen Allen,Kirk McDonald,Josh Brown,Chase Sanborn,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
I Must Have Left My Heart,FALSE,Blue Note ‎72435 20419 2 3 ,,1999,ISSUED,Tom Szczesniak,Scott Alexander,Kevan McKenzie,Toots Thielemans,Phil Dwyer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Let´s Get Lost,FALSE,Blue Note ‎72435 20419 2 3 ,,1999,ISSUED,Scott Alexander,Kevan McKenzie,Kevin Breit,Steven MacKinnon,Kevin Turcotte,Michael White,Hugh Marsh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Let It Be Me,FALSE,Blue Note ‎72435 20419 2 3 ,,1999,ISSUED,Scott Alexander,Tom Szczesniak,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Almost Blue,FALSE,Blue Note ‎72435 20419 2 3 ,,1999,ISSUED,George Koller,Mark Kelso,David Restivo,Kirk McDonald,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
London In The Rain,FALSE,Blue Note ‎72435 20419 2 3 ,,1999,ISSUED,George Koller,Bob Leonard,Mark Kelso,Guido Basso,John Johnson ,James McCollum,Kevin Breit,Steven MacKinnon,Phil Dwyer,Colleen Allen,Kirk McDonald,Josh Brown,Chase Sanborn,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Keystone,FALSE,Blue Note ‎7243 5 21886 2 8 ,1999,1999,ISSUED,Christophe Wallemme,Benjamin Henocq,Pierre De Bethmann,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dream On,FALSE,Blue Note ‎7243 5 21886 2 8 ,1999,1999,ISSUED,Christophe Wallemme,Benjamin Henocq,Pierre De Bethmann,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
X-Ray,FALSE,Blue Note ‎7243 5 21886 2 8 ,1999,1999,ISSUED,Christophe Wallemme,Benjamin Henocq,Pierre De Bethmann,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Voice Of Angels,FALSE,Blue Note ‎7243 5 21886 2 8 ,1999,1999,ISSUED,Christophe Wallemme,Benjamin Henocq,Pierre De Bethmann,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
The Circle,FALSE,Blue Note ‎7243 5 21886 2 8 ,1999,1999,ISSUED,Christophe Wallemme,Benjamin Henocq,Pierre De Bethmann,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Light,FALSE,Blue Note ‎7243 5 21886 2 8 ,1999,1999,ISSUED,Christophe Wallemme,Benjamin Henocq,Pierre De Bethmann,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Exit,FALSE,Blue Note ‎7243 5 21886 2 8 ,1999,1999,ISSUED,Christophe Wallemme,Benjamin Henocq,Pierre De Bethmann,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Outlines,FALSE,Blue Note ‎7243 5 21886 2 8 ,1999,1999,ISSUED,Christophe Wallemme,Benjamin Henocq,Pierre De Bethmann,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jacques's Song,FALSE,Blue Note ‎7243 5 21886 2 8 ,1999,1999,ISSUED,Christophe Wallemme,Benjamin Henocq,Pierre De Bethmann,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Scratch...,FALSE,Blue Note ‎7243 5 21886 2 8 ,1999,1999,ISSUED,Christophe Wallemme,Benjamin Henocq,Pierre De Bethmann,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rhetorical Dance,FALSE,Blue Note 7243 5 206762,,1999,ISSUED,Malcolm Braff,Olivier Clerc,Matthieu Michel,Bänz Oester,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Koka Nyami,FALSE,Blue Note 7243 5 206762,,1999,ISSUED,Malcolm Braff,Olivier Clerc,Matthieu Michel,Bänz Oester,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nyouman,FALSE,Blue Note 7243 5 206762,,1999,ISSUED,Malcolm Braff,Olivier Clerc,Matthieu Michel,Bänz Oester,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nakan,FALSE,Blue Note 7243 5 206762,,1999,ISSUED,Malcolm Braff,Olivier Clerc,Matthieu Michel,Bänz Oester,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lelwa,FALSE,Blue Note 7243 5 206762,,1999,ISSUED,Malcolm Braff,Olivier Clerc,Matthieu Michel,Bänz Oester,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Together,FALSE,Blue Note 7243 5 206762,,1999,ISSUED,Malcolm Braff,Olivier Clerc,Matthieu Michel,Bänz Oester,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Djougou,FALSE,Blue Note 7243 5 206762,,1999,ISSUED,Malcolm Braff,Olivier Clerc,Matthieu Michel,Bänz Oester,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Djougou Ya,FALSE,Blue Note 7243 5 206762,,1999,ISSUED,Malcolm Braff,Olivier Clerc,Matthieu Michel,Bänz Oester,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Margaux 96,FALSE,Blue Note 7243 4 99908 2 1 ,,1999,ISSUED,Marc Berthoumieux,Alain Debiossat,Linley Marthe,Stéphane Huchard,Pierre de Bethmann,Louis Winsberg,Olivier Louvel,Stéphane Guillaume,Stefano Di Battista,Jean-Pierre Como,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Love For Sale,FALSE,Blue Note 7243 4 99908 2 1 ,,1999,ISSUED,Marc Berthoumieux,Alain Debiossat,Linley Marthe,Stéphane Huchard,Pierre de Bethmann,Louis Winsberg,Olivier Louvel,Stéphane Guillaume,Stefano Di Battista,Jean-Pierre Como,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
African Jerk,FALSE,Blue Note 7243 4 99908 2 1 ,,1999,ISSUED,Marc Berthoumieux,Alain Debiossat,Linley Marthe,Stéphane Huchard,Pierre de Bethmann,Louis Winsberg,Olivier Louvel,Stéphane Guillaume,Stefano Di Battista,Jean-Pierre Como,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Le Voyage de Yangdöl,FALSE,Blue Note 7243 4 99908 2 1 ,,1999,ISSUED,Marc Berthoumieux,Alain Debiossat,Linley Marthe,Stéphane Huchard,Pierre de Bethmann,Louis Winsberg,Olivier Louvel,Stéphane Guillaume,Stefano Di Battista,Jean-Pierre Como,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Welcome,FALSE,Blue Note 7243 4 99908 2 1 ,,1999,ISSUED,Marc Berthoumieux,Alain Debiossat,Linley Marthe,Stéphane Huchard,Pierre de Bethmann,Louis Winsberg,Olivier Louvel,Stéphane Guillaume,Stefano Di Battista,Jean-Pierre Como,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Casse à Caracas,FALSE,Blue Note 7243 4 99908 2 1 ,,1999,ISSUED,Marc Berthoumieux,Alain Debiossat,Linley Marthe,Stéphane Huchard,Pierre de Bethmann,Louis Winsberg,Olivier Louvel,Stéphane Guillaume,Stefano Di Battista,Jean-Pierre Como,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kiss à Kirikis,FALSE,Blue Note 7243 4 99908 2 1 ,,1999,ISSUED,Marc Berthoumieux,Alain Debiossat,Linley Marthe,Stéphane Huchard,Pierre de Bethmann,Louis Winsberg,Olivier Louvel,Stéphane Guillaume,Stefano Di Battista,Jean-Pierre Como,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Batbouch Au Pays Des Babouches,FALSE,Blue Note 7243 4 99908 2 1 ,,1999,ISSUED,Marc Berthoumieux,Alain Debiossat,Linley Marthe,Stéphane Huchard,Pierre de Bethmann,Louis Winsberg,Olivier Louvel,Stéphane Guillaume,Stefano Di Battista,Jean-Pierre Como,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tutoyer Les Anges,FALSE,Blue Note 7243 4 99908 2 1 ,,1999,ISSUED,Marc Berthoumieux,Alain Debiossat,Linley Marthe,Stéphane Huchard,Pierre de Bethmann,Louis Winsberg,Olivier Louvel,Stéphane Guillaume,Stefano Di Battista,Jean-Pierre Como,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lady 2ab,FALSE,Blue Note 7243 4 99908 2 1 ,,1999,ISSUED,Marc Berthoumieux,Alain Debiossat,Linley Marthe,Stéphane Huchard,Pierre de Bethmann,Louis Winsberg,Olivier Louvel,Stéphane Guillaume,Stefano Di Battista,Jean-Pierre Como,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mes Soleils,FALSE,Blue Note 7243 4 99908 2 1 ,,1999,ISSUED,Marc Berthoumieux,Alain Debiossat,Linley Marthe,Stéphane Huchard,Pierre de Bethmann,Louis Winsberg,Olivier Louvel,Stéphane Guillaume,Stefano Di Battista,Jean-Pierre Como,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Premier Cri Classé,FALSE,Blue Note 7243 4 99908 2 1 ,,1999,ISSUED,Marc Berthoumieux,Alain Debiossat,Linley Marthe,Stéphane Huchard,Pierre de Bethmann,Louis Winsberg,Olivier Louvel,Stéphane Guillaume,Stefano Di Battista,Jean-Pierre Como,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
un ange passe ...,FALSE,Blue Note 7243 4 99908 2 1 ,,1999,ISSUED,Marc Berthoumieux,Alain Debiossat,Linley Marthe,Stéphane Huchard,Pierre de Bethmann,Louis Winsberg,Olivier Louvel,Stéphane Guillaume,Stefano Di Battista,Jean-Pierre Como,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
It's Bird,FALSE,Blue Note 100318 2,,1999,ISSUED,Doug Weiss,Hugh Sicotte,Önder Focan,Bruce Barth,Slide Hampton,Brian Lynch,Ajlan Büyükburç,Aydın Kahya,Sibel Köse,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Early In The Morning,FALSE,Blue Note 100318 2,,1999,ISSUED,Doug Weiss,Hugh Sicotte,Önder Focan,Bruce Barth,Slide Hampton,Brian Lynch,Ajlan Büyükburç,Aydın Kahya,Sibel Köse,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gece,FALSE,Blue Note 100318 2,,1999,ISSUED,Doug Weiss,Hugh Sicotte,Önder Focan,Bruce Barth,Slide Hampton,Brian Lynch,Ajlan Büyükburç,Aydın Kahya,Sibel Köse,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sympatheticus,FALSE,Blue Note 100318 2,,1999,ISSUED,Doug Weiss,Hugh Sicotte,Önder Focan,Bruce Barth,Slide Hampton,Brian Lynch,Ajlan Büyükburç,Aydın Kahya,Sibel Köse,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bogaz'da,FALSE,Blue Note 100318 2,,1999,ISSUED,Doug Weiss,Hugh Sicotte,Önder Focan,Bruce Barth,Slide Hampton,Brian Lynch,Ajlan Büyükburç,Aydın Kahya,Sibel Köse,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
She Sings The Telephone Book,FALSE,Blue Note 100318 2,,1999,ISSUED,Doug Weiss,Hugh Sicotte,Önder Focan,Bruce Barth,Slide Hampton,Brian Lynch,Ajlan Büyükburç,Aydın Kahya,Sibel Köse,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hodgesism,FALSE,Blue Note 100318 2,,1999,ISSUED,Doug Weiss,Hugh Sicotte,Önder Focan,Bruce Barth,Slide Hampton,Brian Lynch,Ajlan Büyükburç,Aydın Kahya,Sibel Köse,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sekiz,FALSE,Blue Note 100318 2,,1999,ISSUED,Doug Weiss,Hugh Sicotte,Önder Focan,Bruce Barth,Slide Hampton,Brian Lynch,Ajlan Büyükburç,Aydın Kahya,Sibel Köse,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Jazz, I Hear",FALSE,Blue Note 100318 2,,1999,ISSUED,Doug Weiss,Hugh Sicotte,Önder Focan,Bruce Barth,Slide Hampton,Brian Lynch,Ajlan Büyükburç,Aydın Kahya,Sibel Köse,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Yaz Sevdasi (Yasemin),FALSE,Blue Note 100318 2,,1999,ISSUED,Doug Weiss,Hugh Sicotte,Önder Focan,Bruce Barth,Slide Hampton,Brian Lynch,Ajlan Büyükburç,Aydın Kahya,Sibel Köse,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
O.K. Bob (Oh! Kebap),FALSE,Blue Note 100318 2,,1999,ISSUED,Doug Weiss,Hugh Sicotte,Önder Focan,Bruce Barth,Slide Hampton,Brian Lynch,Ajlan Büyükburç,Aydın Kahya,Sibel Köse,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
If You Could See Me Now,FALSE,Blue Note 7243 4 96667 2 6,1999,2000,ISSUED,Steve Slagle,Gary Smulyan,Dennis Irwin,Lewis Nash,John Hicks,George Garzone,Joe Lovano,Ralph Lalama,Conrad Herwig,Tim Hagans,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
On A Misty Night,FALSE,Blue Note 7243 4 96667 2 6,1999,2000,ISSUED,Steve Slagle,Gary Smulyan,Dennis Irwin,Lewis Nash,John Hicks,George Garzone,Joe Lovano,Ralph Lalama,Conrad Herwig,Tim Hagans,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sippin' At Bells,FALSE,Blue Note 7243 4 96667 2 6,1999,2000,ISSUED,Steve Slagle,Gary Smulyan,Dennis Irwin,Lewis Nash,John Hicks,George Garzone,Joe Lovano,Ralph Lalama,Conrad Herwig,Tim Hagans,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
